,c1,c2,c3,c4,c5
3344,38,33,13,61.0,67.0
3345,2,35,8,33.0,1.0
3346,5,33,21,66.0,49.0
3347,33,8,18,7.0,21.0
3348,55,40,42,33.0,21.0
3349,40,7,61,13.0,21.0
3350,52,38,49,67.0,31.0
3351,30,28,53,22.0,57.0
3352,60,50,68,57.0,33.0
3353,10,40,5,22.0,34.0
3354,53,22,69,67.0,47.0
3355,17,22,19,33.0,67.0
3356,57,49,10,27.0,61.0
3357,70,33,68,29.0,19.0
3358,68,30,1,61.0,67.0
3359,70,27,61,67.0,68.0
3360,15,40,21,67.0,34.0
3361,69,66,7,68.0,67.0
3362,57,31,72,22.0,62.0
3363,28,7,67,68.0,66.0
3364,7,43,52,49.0,67.0
3365,45,43,5,17.0,40.0
3366,51,66,58,16.0,69.0
3367,30,66,45,58.0,39.0
3368,37,66,58,51.0,67.0
3369,15,14,17,62.0,18.0
3370,59,5,48,12.0,18.0
3371,2,10,62,72.0,17.0
3372,33,17,73,48.0,66.0
3373,19,73,47,12.0,60.0
3374,57,68,39,64.0,60.0
3375,1,55,57,18.0,17.0
3376,69,5,42,24.0,21.0
3377,50,13,12,8.0,68.0
3378,8,66,1,7.0,9.0
3379,3,5,33,38.0,66.0
3380,45,47,5,12.0,66.0
3381,32,4,58,33.0,72.0
3382,45,62,8,69.0,33.0
3383,10,66,7,2.0,4.0
3384,41,5,2,60.0,27.0
3385,68,46,43,1.0,66.0
3386,44,30,3,14.0,21.0
3387,3,68,8,57.0,27.0
3388,4,72,69,34.0,21.0
3389,14,22,6,8.0,21.0
3390,30,13,9,57.0,17.0
3391,56,29,45,62.0,57.0
3392,4,65,3,5.0,53.0
3393,68,5,1,24.0,62.0
3394,49,47,21,68.0,17.0
3395,16,65,54,57.0,14.0
3396,16,10,1,19.0,17.0
3397,49,10,33,8.0,1.0
3398,49,61,29,66.0,57.0
3399,45,66,35,61.0,57.0
3400,21,2,66,32.0,33.0
3401,33,69,68,57.0,16.0
3402,6,58,41,9.0,18.0
3403,40,16,32,2.0,17.0
3404,49,7,9,39.0,8.0
3405,27,11,26,65.0,5.0
3406,45,39,41,60.0,26.0
3407,69,4,2,5.0,30.0
3408,55,24,49,16.0,64.0
3409,72,44,71,57.0,17.0
3410,3,46,63,66.0,49.0
3411,63,8,33,1.0,64.0
3412,13,9,62,18.0,72.0
3413,68,66,61,27.0,8.0
3414,62,57,1,37.0,49.0
3415,17,23,5,1.0,18.0
3416,26,20,18,57.0,9.0
3417,43,5,24,1.0,17.0
3418,52,33,66,1.0,17.0
3419,11,44,1,51.0,17.0
3420,52,21,65,66.0,17.0
3421,16,40,61,1.0,17.0
3422,36,60,32,1.0,17.0
3423,49,67,1,4.0,17.0
3424,66,42,61,9.0,39.0
3425,30,18,70,1.0,58.0
3426,40,46,39,72.0,35.0
3427,62,49,9,38.0,72.0
3428,62,44,46,31.0,38.0
3429,45,1,2,4.0,66.0
3430,22,33,8,41.0,1.0
3431,22,49,59,4.0,3.0
3432,12,13,15,30.0,46.0
3433,42,27,18,70.0,57.0
3434,35,12,20,42.0,72.0
3435,34,17,70,5.0,3.0
3436,22,2,70,5.0,3.0
3437,63,3,21,10.0,54.0
3438,18,34,21,51.0,72.0
3439,2,36,40,62.0,27.0
3440,51,37,3,8.0,60.0
3441,40,55,61,30.0,1.0
3442,2,17,4,66.0,32.0
3443,37,40,8,39.0,62.0
3444,38,56,5,68.0,30.0
3445,42,44,36,62.0,52.0
3446,40,46,6,55.0,36.0
3447,2,10,5,72.0,62.0
3448,44,36,29,33.0,66.0
3449,10,17,49,39.0,21.0
3450,21,69,6,27.0,33.0
3451,63,14,52,57.0,33.0
3452,26,68,38,36.0,39.0
3453,8,17,45,41.0,61.0
3454,13,9,15,53.0,10.0
3455,17,34,57,5.0,39.0
3456,71,57,29,43.0,42.0
3457,25,20,5,39.0,9.0
3458,43,66,44,39.0,53.0
3459,30,6,64,34.0,4.0
3460,49,42,13,17.0,21.0
3461,2,40,57,24.0,21.0
3462,51,22,9,19.0,14.0
3463,48,57,32,4.0,49.0
3464,13,56,66,32.0,4.0
3465,72,57,68,28.0,35.0
3466,61,12,35,13.0,57.0
3467,48,17,33,38.0,21.0
3468,64,55,28,48.0,67.0
3469,51,39,56,49.0,54.0
3470,8,1,33,41.0,0.0
3471,2,26,34,57.0,5.0
3472,64,10,33,62.0,55.0
3473,34,17,40,67.0,5.0
3474,9,68,6,30.0,73.0
3475,47,38,6,49.0,14.0
3476,1,6,2,57.0,45.0
3477,24,6,55,59.0,57.0
3478,2,43,7,69.0,67.0
3479,48,42,57,44.0,67.0
3480,30,56,6,53.0,72.0
3481,3,63,14,67.0,0.0
3482,20,13,40,22.0,49.0
3483,11,47,44,9.0,33.0
3484,16,37,40,5.0,33.0
3485,70,49,28,6.0,1.0
3486,64,35,33,67.0,19.0
3487,40,24,67,6.0,14.0
3488,66,4,59,40.0,33.0
3489,53,48,40,21.0,64.0
3490,28,26,50,11.0,33.0
3491,12,61,22,5.0,13.0
3492,23,17,7,42.0,67.0
3493,43,22,72,6.0,53.0
3494,62,45,22,44.0,35.0
3495,60,66,58,2.0,67.0
3496,47,44,43,13.0,67.0
3497,22,65,70,62.0,67.0
3498,62,60,24,14.0,41.0
3499,33,39,4,29.0,37.0
3500,42,10,32,2.0,67.0
3501,8,40,7,6.0,66.0
3502,8,62,61,1.0,60.0
3503,8,3,7,55.0,27.0
3504,36,29,5,40.0,26.0
3505,2,8,68,66.0,29.0
3506,49,2,38,67.0,57.0
3507,32,33,27,51.0,67.0
3508,42,54,44,57.0,36.0
3509,62,45,63,1.0,49.0
3510,60,17,2,57.0,0.0
3511,5,1,17,50.0,57.0
3512,66,17,24,49.0,57.0
3513,51,8,45,62.0,49.0
3514,47,39,17,44.0,4.0
3515,17,5,33,57.0,28.0
3516,42,54,8,5.0,24.0
3517,45,38,66,47.0,53.0
3518,49,57,54,8.0,9.0
3519,2,69,41,24.0,16.0
3520,27,45,4,21.0,34.0
3521,17,28,4,66.0,42.0
3522,2,8,47,11.0,49.0
3523,59,61,4,57.0,18.0
3524,38,9,31,25.0,44.0
3525,6,42,34,40.0,70.0
3526,8,42,15,3.0,69.0
3527,31,66,16,68.0,42.0
3528,32,27,38,33.0,34.0
3529,40,14,69,32.0,38.0
3530,53,38,42,57.0,60.0
3531,49,38,53,35.0,60.0
3532,1,25,37,10.0,57.0
3533,42,62,9,57.0,11.0
3534,51,4,1,12.0,72.0
3535,57,2,60,9.0,20.0
3536,66,70,62,49.0,17.0
3537,55,41,36,57.0,60.0
3538,42,5,46,21.0,69.0
3539,63,51,15,1.0,49.0
3540,35,28,33,55.0,1.0
3541,9,5,14,20.0,18.0
3542,66,7,2,26.0,8.0
3543,47,5,33,3.0,23.0
3544,22,8,66,7.0,29.0
3545,13,42,69,28.0,53.0
3546,69,5,28,1.0,17.0
3547,60,57,48,27.0,64.0
3548,13,27,16,2.0,64.0
3549,42,35,4,34.0,29.0
3550,7,25,5,28.0,60.0
3551,39,3,6,33.0,62.0
3552,4,14,51,34.0,57.0
3553,40,13,18,57.0,33.0
3554,17,44,13,1.0,70.0
3555,4,60,8,2.0,37.0
3556,53,16,1,57.0,22.0
3557,1,64,22,50.0,41.0
3558,45,61,8,67.0,27.0
3559,53,22,54,67.0,38.0
3560,38,19,55,61.0,68.0
3561,62,33,20,18.0,1.0
3562,18,21,20,54.0,34.0
3563,8,56,62,12.0,68.0
3564,17,22,62,36.0,70.0
3565,2,26,21,13.0,49.0
3566,61,41,8,12.0,10.0
3567,36,51,33,64.0,57.0
3568,24,31,11,28.0,39.0
3569,51,66,6,17.0,61.0
3570,8,69,33,29.0,11.0
3571,13,18,57,65.0,49.0
3572,2,41,40,37.0,55.0
3573,2,40,61,30.0,4.0
3574,8,9,3,62.0,69.0
3575,17,2,24,51.0,5.0
3576,2,62,17,36.0,0.0
3577,8,49,53,17.0,66.0
3578,49,20,72,37.0,41.0
3579,44,51,17,2.0,73.0
3580,44,5,67,36.0,73.0
3581,51,2,5,67.0,73.0
3582,57,64,2,10.0,17.0
3583,71,1,69,42.0,5.0
3584,46,15,61,40.0,57.0
3585,2,21,26,3.0,41.0
3586,9,39,67,66.0,37.0
3587,68,2,51,38.0,29.0
3588,8,66,49,72.0,37.0
3589,8,42,69,51.0,5.0
3590,8,71,22,6.0,51.0
3591,2,63,40,45.0,73.0
3592,8,52,6,57.0,33.0
3593,8,17,57,56.0,13.0
3594,24,57,42,17.0,21.0
3595,8,58,2,7.0,11.0
3596,10,38,24,57.0,55.0
3597,7,33,19,1.0,38.0
3598,71,1,38,51.0,40.0
3599,17,8,57,33.0,47.0
3600,68,26,46,25.0,8.0
3601,13,33,61,29.0,66.0
3602,18,9,68,57.0,5.0
3603,3,62,38,61.0,33.0
3604,60,66,31,38.0,68.0
3605,13,16,53,7.0,29.0
3606,10,11,21,33.0,45.0
3607,64,29,50,66.0,2.0
3608,48,51,4,62.0,33.0
3609,10,11,70,46.0,2.0
3610,36,1,41,46.0,2.0
3611,62,60,38,68.0,18.0
3612,2,51,49,4.0,66.0
3613,5,2,57,18.0,8.0
3614,2,10,62,72.0,17.0
3615,33,17,73,48.0,66.0
3616,19,73,47,12.0,60.0
3617,34,35,26,16.0,61.0
3618,1,55,57,18.0,17.0
3619,8,3,72,33.0,41.0
3620,8,64,60,34.0,55.0
3621,8,18,3,68.0,66.0
3622,43,63,34,17.0,51.0
3623,33,67,29,61.0,73.0
3624,68,57,69,14.0,8.0
3625,51,5,37,60.0,69.0
3626,3,8,30,40.0,58.0
3627,48,56,44,8.0,40.0
3628,8,15,40,53.0,3.0
3629,26,38,66,34.0,33.0
3630,24,13,37,57.0,52.0
3631,8,6,7,49.0,29.0
3632,8,21,22,29.0,33.0
3633,8,67,3,72.0,49.0
3634,33,18,62,39.0,16.0
3635,37,33,60,67.0,47.0
3636,8,33,31,66.0,40.0
3637,57,43,60,65.0,7.0
3638,17,6,57,18.0,53.0
3639,8,34,65,69.0,19.0
3640,8,49,62,17.0,36.0
3641,8,62,53,71.0,45.0
3642,46,8,57,14.0,26.0
3643,30,73,57,61.0,49.0
3644,1,62,7,34.0,13.0
3645,7,52,6,9.0,62.0
3646,32,21,40,49.0,27.0
3647,42,55,53,46.0,57.0
3648,64,36,57,13.0,2.0
3649,33,18,21,73.0,42.0
3650,2,30,40,4.0,3.0
3651,3,68,57,62.0,58.0
3652,2,5,70,48.0,3.0
3653,7,49,69,19.0,21.0
3654,33,25,2,69.0,55.0
3655,33,69,61,8.0,62.0
3656,14,22,6,8.0,21.0
3657,2,69,4,61.0,13.0
3658,8,6,69,27.0,53.0
3659,47,11,8,2.0,18.0
3660,61,3,57,37.0,73.0
3661,42,47,36,3.0,73.0
3662,33,69,55,13.0,44.0
3663,53,50,28,36.0,73.0
3664,34,60,55,10.0,18.0
3665,2,61,16,10.0,57.0
3666,2,57,9,21.0,28.0
3667,27,58,55,28.0,47.0
3668,8,18,55,44.0,68.0
3669,8,39,44,53.0,7.0
3670,10,62,2,38.0,45.0
3671,2,68,51,8.0,44.0
3672,8,1,62,3.0,17.0
3673,66,68,17,72.0,13.0
3674,2,55,63,18.0,69.0
3675,7,8,53,67.0,5.0
3676,68,2,6,69.0,73.0
3677,8,66,12,40.0,62.0
3678,45,2,66,16.0,60.0
3679,8,7,47,32.0,53.0
3680,21,62,38,37.0,14.0
3681,51,2,66,28.0,44.0
3682,7,4,26,68.0,66.0
3683,8,58,27,24.0,52.0
3684,2,33,5,44.0,35.0
3685,66,17,57,9.0,21.0
3686,17,6,65,45.0,63.0
3687,38,68,42,17.0,13.0
3688,45,44,66,47.0,8.0
3689,57,46,2,32.0,31.0
3690,34,8,10,45.0,1.0
3691,45,8,21,53.0,1.0
3692,7,70,68,5.0,51.0
3693,45,21,51,33.0,27.0
3694,13,7,73,61.0,29.0
3695,8,51,58,48.0,62.0
3696,28,10,27,38.0,33.0
3697,63,42,44,36.0,3.0
3698,8,2,14,39.0,17.0
3699,8,2,72,32.0,33.0
3700,8,61,18,1.0,70.0
3701,5,26,33,18.0,21.0
3702,57,12,42,17.0,65.0
3703,8,1,14,30.0,65.0
3704,8,26,51,49.0,25.0
3705,53,18,62,35.0,13.0
3706,8,71,63,56.0,62.0
3707,61,29,1,40.0,66.0
3708,8,41,3,58.0,31.0
3709,33,32,8,29.0,26.0
3710,41,3,58,20.0,27.0
3711,8,41,3,2.0,14.0
3712,40,31,62,18.0,51.0
3713,12,43,6,61.0,49.0
3714,8,33,49,51.0,3.0
3715,24,3,21,16.0,72.0
3716,58,65,57,36.0,6.0
3717,11,22,38,49.0,13.0
3718,8,18,32,47.0,33.0
3719,8,45,48,32.0,2.0
3720,45,8,2,36.0,40.0
3721,8,35,14,44.0,72.0
3722,64,52,55,24.0,8.0
3723,8,57,62,37.0,45.0
3724,8,40,9,2.0,63.0
3725,51,8,1,24.0,37.0
3726,8,60,7,57.0,49.0
3727,8,26,42,46.0,71.0
3728,8,32,1,37.0,58.0
3729,5,69,33,45.0,70.0
3730,54,66,57,48.0,28.0
3731,17,66,48,28.0,55.0
3732,8,51,60,68.0,49.0
3733,16,69,63,54.0,18.0
3734,8,66,34,41.0,64.0
3735,68,66,69,4.0,18.0
3736,8,30,53,26.0,37.0
3737,8,9,18,44.0,71.0
3738,8,9,42,26.0,63.0
3739,8,42,33,52.0,63.0
3740,68,36,28,38.0,66.0
3741,8,34,42,12.0,32.0
3742,13,4,37,24.0,3.0
3743,26,8,66,64.0,68.0
3744,11,73,22,66.0,17.0
3745,33,64,42,11.0,51.0
3746,8,44,5,34.0,62.0
3747,36,16,33,2.0,54.0
3748,5,12,17,48.0,9.0
3749,45,50,27,40.0,36.0
3750,8,1,2,32.0,49.0
3751,8,28,13,42.0,45.0
3752,8,60,58,28.0,62.0
3753,43,58,14,63.0,3.0
3754,42,31,5,16.0,40.0
3755,33,30,70,29.0,42.0
3756,2,41,8,33.0,1.0
3757,4,7,63,54.0,2.0
3758,8,44,69,40.0,5.0
3759,8,42,46,66.0,44.0
3760,8,45,27,66.0,21.0
3761,28,5,66,48.0,33.0
3762,56,62,44,68.0,55.0
3763,64,2,67,41.0,3.0
3764,8,62,27,42.0,56.0
3765,66,54,36,53.0,56.0
3766,8,42,33,62.0,12.0
3767,8,6,68,14.0,57.0
3768,45,67,65,70.0,27.0
3769,49,53,38,66.0,3.0
3770,21,62,1,61.0,33.0
3771,21,44,8,33.0,31.0
3772,60,70,18,61.0,41.0
3773,7,63,26,62.0,61.0
3774,66,49,40,52.0,63.0
3775,33,5,57,53.0,60.0
3776,10,57,26,5.0,13.0
3777,2,8,62,64.0,3.0
3778,42,62,20,34.0,51.0
3779,9,66,8,42.0,3.0
3780,21,1,40,65.0,68.0
3781,8,1,66,33.0,14.0
3782,28,57,8,42.0,60.0
3783,19,27,45,22.0,73.0
3784,53,52,43,66.0,34.0
3785,11,8,21,37.0,68.0
3786,33,48,32,68.0,62.0
3787,8,33,68,57.0,28.0
3788,21,22,73,1.0,68.0
3789,8,4,45,72.0,12.0
3790,68,1,33,11.0,13.0
3791,57,24,69,4.0,13.0
3792,13,33,60,42.0,4.0
3793,22,33,6,41.0,69.0
3794,68,48,36,21.0,17.0
3795,68,30,4,6.0,49.0
3796,62,40,9,68.0,13.0
3797,62,8,72,61.0,68.0
3798,53,2,3,21.0,62.0
3799,18,53,1,66.0,51.0
3800,8,53,33,50.0,1.0
3801,51,16,14,44.0,17.0
3802,62,45,37,16.0,36.0
3803,57,41,12,65.0,4.0
3804,21,68,28,9.0,39.0
3805,13,38,5,69.0,2.0
3806,29,16,22,41.0,2.0
3807,60,8,49,11.0,69.0
3808,51,8,49,33.0,3.0
3809,8,41,68,37.0,60.0
3810,8,21,17,42.0,28.0
3811,2,24,63,73.0,3.0
3812,2,30,57,53.0,9.0
3813,18,6,26,67.0,33.0
3814,68,64,28,70.0,21.0
3815,8,33,26,41.0,69.0
3816,29,8,57,65.0,18.0
3817,57,33,17,43.0,2.0
3818,53,43,26,63.0,68.0
3819,7,17,1,38.0,63.0
3820,8,40,7,6.0,66.0
3821,8,62,61,1.0,60.0
3822,8,3,7,55.0,27.0
3823,66,27,33,73.0,68.0
3824,2,8,68,66.0,29.0
3825,51,1,38,17.0,44.0
3826,47,3,70,66.0,61.0
3827,2,44,36,46.0,40.0
3828,58,15,5,35.0,68.0
3829,8,66,40,2.0,26.0
3830,43,49,15,29.0,66.0
3831,8,36,2,68.0,54.0
3832,64,5,33,73.0,51.0
3833,5,41,51,35.0,2.0
3834,37,9,57,29.0,66.0
3835,8,36,44,39.0,62.0
3836,33,66,10,53.0,73.0
3837,11,57,73,17.0,34.0
3838,6,43,2,54.0,18.0
3839,43,68,55,17.0,0.0
3840,2,21,69,57.0,31.0
3841,3,8,49,71.0,9.0
3842,13,55,59,18.0,9.0
3843,34,8,33,48.0,19.0
3844,8,69,24,5.0,42.0
3845,57,49,36,46.0,38.0
3846,41,13,68,44.0,54.0
3847,50,44,14,57.0,3.0
3848,62,53,32,60.0,68.0
3849,2,66,44,34.0,36.0
3850,3,2,24,57.0,39.0
3851,33,13,67,3.0,17.0
3852,2,23,6,26.0,3.0
3853,2,10,8,4.0,9.0
3854,7,43,63,68.0,3.0
3855,3,27,57,55.0,49.0
3856,61,49,16,73.0,54.0
3857,8,61,37,67.0,0.0
3858,33,66,7,16.0,25.0
3859,6,66,18,29.0,72.0
3860,8,60,49,62.0,52.0
3861,66,29,2,43.0,68.0
3862,2,69,41,24.0,16.0
3863,57,5,17,49.0,68.0
3864,36,7,26,73.0,1.0
3865,40,33,70,17.0,66.0
3866,17,16,2,6.0,22.0
3867,33,50,69,43.0,21.0
3868,66,22,54,73.0,2.0
3869,8,66,29,14.0,49.0
3870,3,2,35,62.0,72.0
3871,64,33,66,62.0,49.0
3872,43,29,53,22.0,32.0
3873,33,12,30,17.0,4.0
3874,45,37,9,20.0,62.0
3875,42,11,18,17.0,30.0
3876,33,51,37,17.0,57.0
3877,28,5,21,53.0,49.0
3878,26,51,36,57.0,68.0
3879,53,62,34,67.0,64.0
3880,31,7,62,32.0,44.0
3881,28,25,27,20.0,9.0
3882,66,1,18,28.0,26.0
3883,7,3,5,68.0,67.0
3884,8,61,68,27.0,10.0
3885,64,2,4,19.0,1.0
3886,51,33,27,69.0,41.0
3887,4,47,52,37.0,55.0
3888,64,12,13,14.0,43.0
3889,45,40,46,43.0,57.0
3890,68,18,17,57.0,38.0
3891,1,8,41,33.0,22.0
3892,7,33,28,51.0,35.0
3893,2,62,40,60.0,43.0
3894,53,55,72,5.0,65.0
3895,8,18,42,3.0,21.0
3896,2,57,61,47.0,62.0
3897,57,4,56,62.0,0.0
3898,41,8,18,36.0,3.0
3899,18,68,62,49.0,57.0
3900,21,18,35,33.0,26.0
3901,17,2,66,61.0,21.0
3902,8,13,49,22.0,17.0
3903,8,17,31,69.0,21.0
3904,5,42,48,44.0,49.0
3905,44,28,55,7.0,66.0
3906,66,60,28,40.0,73.0
3907,8,61,57,44.0,17.0
3908,8,27,26,56.0,51.0
3909,26,3,57,49.0,62.0
3910,57,33,53,54.0,35.0
3911,8,26,67,1.0,56.0
3912,37,35,55,42.0,70.0
3913,41,8,3,33.0,26.0
3914,37,66,38,2.0,17.0
3915,34,66,23,45.0,69.0
3916,11,8,68,9.0,1.0
3917,43,31,51,22.0,33.0
3918,8,46,67,72.0,49.0
3919,33,25,29,8.0,68.0
3920,28,21,2,62.0,37.0
3921,8,67,33,18.0,45.0
3922,8,3,37,21.0,44.0
3923,8,67,40,27.0,58.0
3924,48,66,60,53.0,23.0
3925,5,6,60,24.0,18.0
3926,54,18,32,9.0,21.0
3927,51,38,53,33.0,46.0
3928,43,5,71,45.0,33.0
3929,60,67,43,49.0,17.0
3930,26,57,27,3.0,16.0
3931,22,5,45,55.0,17.0
3932,54,2,41,38.0,24.0
3933,1,24,62,41.0,68.0
3934,43,41,13,34.0,9.0
3935,2,57,4,59.0,72.0
3936,8,62,56,7.0,60.0
3937,8,62,69,14.0,68.0
3938,47,11,27,33.0,1.0
3939,8,33,59,31.0,55.0
3940,36,60,38,51.0,44.0
3941,57,9,8,17.0,0.0
3942,72,45,57,14.0,5.0
3943,1,7,32,26.0,51.0
3944,62,69,64,57.0,49.0
3945,7,69,2,38.0,71.0
3946,53,3,49,16.0,4.0
3947,56,17,19,70.0,7.0
3948,6,7,61,38.0,55.0
3949,35,3,57,46.0,6.0
3950,8,1,41,49.0,68.0
3951,8,40,62,72.0,49.0
3952,70,13,54,50.0,58.0
3953,8,46,7,17.0,21.0
3954,8,21,69,42.0,3.0
3955,8,66,10,28.0,53.0
3956,60,15,40,58.0,0.0
3957,5,41,16,62.0,20.0
3958,41,14,44,63.0,5.0
3959,21,13,17,33.0,69.0
3960,8,71,9,46.0,17.0
3961,8,34,63,60.0,53.0
3962,5,46,56,48.0,70.0
3963,38,31,34,21.0,18.0
3964,55,1,14,27.0,63.0
3965,31,3,41,17.0,36.0
3966,56,34,64,71.0,57.0
3967,8,46,53,55.0,19.0
3968,33,51,72,66.0,17.0
3969,62,8,49,17.0,68.0
3970,68,33,6,70.0,54.0
3971,8,67,9,31.0,15.0
3972,66,59,61,17.0,63.0
3973,38,42,46,11.0,33.0
3974,57,46,53,8.0,7.0
3975,7,57,62,5.0,42.0
3976,43,51,49,42.0,3.0
3977,61,60,49,43.0,57.0
3978,2,45,43,1.0,38.0
3979,51,33,42,43.0,17.0
3980,8,21,42,1.0,37.0
3981,61,11,21,17.0,47.0
3982,50,45,63,68.0,17.0
3983,13,1,68,61.0,57.0
3984,69,49,38,55.0,2.0
3985,48,9,50,70.0,18.0
3986,28,4,35,69.0,61.0
3987,44,33,55,21.0,38.0
3988,42,38,66,1.0,33.0
3989,20,14,3,34.0,62.0
3990,46,37,63,17.0,66.0
3991,32,69,57,73.0,2.0
3992,45,55,12,49.0,19.0
3993,47,56,62,61.0,3.0
3994,8,13,28,31.0,24.0
3995,6,3,61,1.0,41.0
3996,15,33,62,7.0,73.0
3997,25,22,9,44.0,73.0
3998,47,71,73,31.0,2.0
3999,23,21,59,17.0,68.0
4000,57,34,58,29.0,5.0
4001,36,31,66,57.0,33.0
4002,55,1,33,41.0,65.0
4003,49,18,38,69.0,63.0
4004,18,16,51,68.0,3.0
4005,73,46,65,55.0,28.0
4006,70,65,66,61.0,11.0
4007,71,49,37,3.0,70.0
4008,53,49,36,3.0,21.0
4009,1,2,49,62.0,55.0
4010,4,29,7,18.0,21.0
4011,29,14,68,57.0,5.0
4012,57,33,26,21.0,53.0
4013,65,34,68,55.0,8.0
4014,68,8,13,61.0,27.0
4015,3,13,9,22.0,57.0
4016,8,68,42,41.0,27.0
4017,8,68,71,69.0,34.0
4018,45,69,66,25.0,18.0
4019,61,7,41,62.0,27.0
4020,16,17,63,46.0,18.0
4021,3,49,20,55.0,64.0
4022,71,18,21,55.0,2.0
4023,49,17,55,61.0,8.0
4024,7,63,3,70.0,2.0
4025,13,24,61,3.0,66.0
4026,26,35,45,7.0,29.0
4027,14,63,45,55.0,54.0
4028,34,57,58,64.0,62.0
4029,49,35,25,67.0,40.0
4030,2,8,48,7.0,50.0
4031,72,56,31,20.0,55.0
4032,60,28,18,36.0,24.0
4033,1,18,15,33.0,67.0
4034,69,9,4,48.0,18.0
4035,66,32,3,45.0,43.0
4036,8,40,73,33.0,13.0
4037,16,26,9,20.0,7.0
4038,57,8,18,17.0,53.0
4039,6,2,3,7.0,5.0
4040,11,69,8,56.0,18.0
4041,69,33,35,15.0,62.0
4042,63,22,4,3.0,17.0
4043,27,32,65,21.0,68.0
4044,13,68,73,1.0,33.0
4045,5,45,51,72.0,27.0
4046,66,57,33,69.0,18.0
4047,68,32,40,54.0,57.0
4048,33,57,8,42.0,3.0
4049,3,61,33,57.0,21.0
4050,18,64,73,71.0,49.0
4051,71,69,17,53.0,21.0
4052,69,2,35,71.0,40.0
4053,14,70,37,5.0,69.0
4054,45,2,57,17.0,10.0
4055,5,2,41,31.0,7.0
4056,5,64,44,38.0,68.0
4057,27,18,8,23.0,5.0
4058,53,64,66,9.0,35.0
4059,27,2,35,31.0,57.0
4060,22,57,66,17.0,35.0
4061,17,57,2,66.0,14.0
4062,1,50,47,27.0,37.0
4063,68,4,40,54.0,47.0
4064,3,21,9,57.0,49.0
4065,34,57,39,51.0,17.0
4066,54,53,5,36.0,17.0
4067,33,70,36,45.0,6.0
4068,9,21,60,3.0,30.0
4069,40,35,61,22.0,62.0
4070,21,45,57,68.0,69.0
4071,51,20,65,30.0,1.0
4072,28,53,67,63.0,2.0
4073,70,61,69,66.0,64.0
4074,63,66,42,1.0,0.0
4075,53,28,44,16.0,36.0
4076,41,46,2,51.0,62.0
4077,5,49,61,8.0,31.0
4078,62,38,39,61.0,42.0
4079,67,65,8,3.0,2.0
4080,72,71,4,33.0,1.0
4081,9,51,20,22.0,62.0
4082,60,68,53,5.0,8.0
4083,14,67,61,7.0,5.0
4084,45,36,11,8.0,53.0
4085,49,5,48,4.0,18.0
4086,7,51,45,25.0,1.0
4087,13,55,14,62.0,58.0
4088,29,33,35,52.0,11.0
4089,33,62,17,61.0,70.0
4090,50,31,71,33.0,37.0
4091,33,66,44,36.0,22.0
4092,28,21,13,45.0,2.0
4093,38,40,33,21.0,68.0
4094,68,64,60,71.0,62.0
4095,51,62,17,58.0,33.0
4096,69,66,35,47.0,45.0
4097,9,60,28,42.0,5.0
4098,52,33,46,13.0,62.0
4099,18,3,28,70.0,55.0
4100,57,14,68,1.0,20.0
4101,61,16,60,57.0,27.0
4102,17,57,33,35.0,45.0
4103,3,13,7,67.0,61.0
4104,63,49,6,32.0,42.0
4105,63,44,33,8.0,28.0
4106,35,48,5,1.0,68.0
4107,60,21,62,7.0,42.0
4108,57,48,70,42.0,33.0
4109,71,53,46,17.0,63.0
4110,15,18,51,7.0,33.0
4111,30,4,31,68.0,1.0
4112,9,5,8,67.0,58.0
4113,64,35,13,31.0,45.0
4114,26,48,40,66.0,69.0
4115,46,7,13,26.0,51.0
4116,38,24,17,6.0,60.0
4117,52,20,6,14.0,45.0
4118,62,70,3,46.0,18.0
4119,16,28,52,15.0,40.0
4120,27,57,68,60.0,43.0
4121,68,41,52,43.0,34.0
4122,25,56,44,70.0,28.0
4123,38,56,5,55.0,17.0
4124,48,57,8,60.0,53.0
4125,58,17,38,66.0,47.0
4126,2,17,30,35.0,33.0
4127,60,18,37,51.0,8.0
4128,41,9,2,68.0,70.0
4129,17,42,41,2.0,70.0
4130,57,5,33,24.0,70.0
4131,42,59,33,57.0,4.0
4132,48,33,8,24.0,60.0
4133,10,7,42,70.0,27.0
4134,70,55,2,60.0,48.0
4135,9,26,16,2.0,57.0
4136,56,16,57,14.0,17.0
4137,31,41,1,70.0,46.0
4138,4,36,68,45.0,50.0
4139,64,33,59,30.0,70.0
4140,7,39,8,49.0,26.0
4141,24,10,2,1.0,62.0
4142,7,1,24,13.0,19.0
4143,18,31,6,1.0,13.0
4144,1,70,25,45.0,68.0
4145,62,4,21,9.0,60.0
4146,8,17,24,61.0,63.0
4147,29,18,55,41.0,21.0
4148,26,15,30,70.0,64.0
4149,16,36,51,65.0,44.0
4150,8,22,58,42.0,70.0
4151,25,58,33,72.0,63.0
4152,17,39,5,18.0,33.0
4153,6,5,24,8.0,45.0
4154,15,6,53,62.0,24.0
4155,6,44,13,55.0,34.0
4156,17,15,16,34.0,24.0
4157,63,73,59,9.0,12.0
4158,73,14,5,64.0,46.0
4159,51,73,14,70.0,26.0
4160,18,41,68,60.0,16.0
4161,19,57,2,60.0,40.0
4162,68,72,66,14.0,67.0
4163,33,6,51,18.0,8.0
4164,63,13,18,23.0,24.0
4165,1,13,39,18.0,3.0
